provider,category,name,serving_size,calories,fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbohydrates_g,fiber_g,sugar_g,protein_g,entities
Chick-Fil-A,Breakfast,Chick-fil-A® Chicken Biscuit,153,460.0,23.0,8.0,0.0,45,1510,45,2,6,19,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion']"
Chick-Fil-A,Breakfast,Spicy Chicken Biscuit,153,450.0,22.0,8.0,0.0,40,1570,44,2,5,19,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion']"
Chick-Fil-A,Breakfast,4 ct Chick-fil-A Chick-n-Minis®,127,360.0,13.0,4.0,0.0,60,1060,41,2,8,20,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Breakfast,10 ct Chick-fil-A Chick-n-Minis®,318,910.0,34.0,10.0,0.0,150,2640,103,6,19,49,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','high-carb','high-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','large-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,ct Chick-fil-A Chick-n-Minis® Football-Shaped Tray,318,910.0,34.0,10.0,0.0,150,2640,103,6,19,49,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','high-carb','high-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','large-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Egg White Grill,172,300.0,8.0,4.0,0.0,65,990,29,1,2,27,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','Balanced-Meal','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Nuggets,304,700.0,40.0,12.0,0.5,415,1770,51,3,2,34,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','high-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','large-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Sausage,283,720.0,47.0,16.0,0.5,395,1450,46,3,1,28,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Grilled Filet,304,650.0,36.0,12.0,0.5,420,1650,46,3,2,36,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','large-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Spicy Chicken,266,660.0,37.0,11.0,0.5,250,1750,54,3,2,28,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','high-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Bacon,271,680.0,42.0,14.0,0.5,395,1630,46,3,2,30,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with No Meat,251,580.0,34.0,11.0,0.5,330,1200,47,5,1,22,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Nuggets - no hash browns,261,550.0,30.0,11.0,0.5,415,1530,38,2,2,33,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Sausage - no hash browns,240,570.0,37.0,14.0,0.5,395,1200,34,2,1,26,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Grilled Filet - no hash brown,261,500.0,26.0,10.0,0.5,420,1410,34,2,2,35,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Spicy Chicken - no hash browns,223,510.0,27.0,10.0,0.5,250,1510,41,2,2,27,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with Bacon - no hash browns,228,540.0,32.0,13.0,0.5,395,1380,34,2,2,29,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Burrito with No Meat - no hash browns,208,440.0,24.0,10.0,0.5,330,950,35,3,1,21,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Mediterranean','Gluten-Free','paleo']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Nuggets,233,470.0,30.0,9.0,0.0,415,1350,19,2,2,29,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Sausage,212,480.0,37.0,12.0,0.0,395,1020,15,2,1,23,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Grilled Filet,233,420.0,26.0,8.0,0.0,420,1230,15,2,2,31,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Spicy Chicken,240,490.0,32.0,9.0,0.0,410,1470,22,2,2,28,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Bacon,200,450.0,32.0,11.0,0.0,395,1200,15,2,2,25,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with No Meat,180,350.0,24.0,8.0,0.0,330,770,16,3,1,17,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','mid-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','Mediterranean','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Nuggets - no hash browns,190,320.0,20.0,8.0,0.0,415,1100,7,0,2,28,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Breakfast','medium-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Sausage - no hash browns,169,340.0,27.0,11.0,0.0,395,780,2,0,1,21,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Breakfast','medium-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Grilled Filet - no hash browns,190,270.0,16.0,7.0,0.0,420,980,2,1,2,30,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Spicy Chicken - no hash browns,197,340.0,21.0,8.0,0.0,410,1230,10,1,2,27,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with Bacon - no hash browns,158,300.0,22.0,9.0,0.0,395,960,2,0,2,24,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Breakfast','medium-portion','keto', 'Gluten-Free']"
Chick-Fil-A,Breakfast,Hash Brown Scramble Bowl with No Meat - no hash browns,137,200.0,14.0,6.0,0.0,330,530,3,2,1,16,"['mid-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,"Chicken,Egg & Cheese Biscuit",211,550.0,28.0,12.0,0.0,215,1870,48,3,7,27,"['mid-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion']"
Chick-Fil-A,Breakfast,"Bacon,Egg & Cheese Biscuit",145,420.0,23.0,11.0,0.0,180,1290,38,2,5,16,"['low-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion']"
Chick-Fil-A,Breakfast,"Sausage,Egg & Cheese Biscuit",192,620.0,42.0,18.0,0.0,205,1510,38,2,4,22,"['low-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion']"
Chick-Fil-A,Breakfast,"Chicken,Egg & Cheese Muffin",187,410.0,18.0,6.0,0.0,215,1320,36,1,4,27,"['low-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Breakfast,"Bacon,Egg & Cheese Muffin",126,300.0,13.0,6.0,0.0,180,780,28,1,2,16,"['low-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Breakfast,"Sausage,Egg & Cheese Muffin",173,490.0,32.0,13.0,0.0,205,1000,29,1,1,23,"['low-calorie','high-fat','high-sat-fat','cholesterol-free','mid-sodium','high-carb','low-sugar','high-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Small Hash Browns,77,270.0,18.0,2.5,0.0,0,440,23,3,0,3,"['mid-calorie','high-fat','mid-sat-fat','cholesterol-free','high-sodium','mid-carb','sugar-free','mid-fiber','low-protein','Chick-Fil-A','Breakfast','small-portion','paleo','Mediterranean','Gluten-Free']"
Chick-Fil-A,Breakfast,Large Hash Browns,121,420.0,29.0,4.0,0.0,0,700,35,4,0,4,"['high-calorie','high-fat','mid-sat-fat','cholesterol-free','high-sodium','mid-carb','sugar-free','mid-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','Gluten-Free']"
Chick-Fil-A,Breakfast,Berry Parfait with Cookie Crumbs,195,240.0,8.0,3.5,0.0,20,85,31,1,25,12,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Berry Parfait with Cookie Crumbs,195,240.0,8.0,3.5,0.0,20,85,31,1,25,12,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Berry Parfait with Granola,206,270.0,9.0,3.5,0.0,20,85,35,1,26,13,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free','Mediterranean']"
Chick-Fil-A,Breakfast,Berry Parfait with Granola,206,270.0,9.0,3.5,0.0,20,85,35,1,26,13,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','low-sodium','mid-carb','high-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free','Mediterranean']"
Chick-Fil-A,Breakfast,Small Fruit Cup,107,60.0,0.0,0.0,0.0,0,0,14,2,11,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Small Fruit Cup,107,60.0,0.0,0.0,0.0,0,0,14,2,11,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','low-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Medium Fruit Cup,125,70.0,0.0,0.0,0.0,0,0,16,2,12,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Medium Fruit Cup,125,70.0,0.0,0.0,0.0,0,0,16,2,12,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','mid-sugar','low-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Large Fruit Cup,215,120.0,0.0,0.0,0.0,0,0,28,4,21,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','high-sugar','mid-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Large Fruit Cup,215,120.0,0.0,0.0,0.0,0,0,28,4,21,1,"['low-calorie','fat-free','sat-fat-free','cholesterol-free','sodium-free','mid-carb','high-sugar','mid-fiber','low-protein','Chick-Fil-A','Breakfast','medium-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,Buttered Biscuit,81,290.0,15.0,6.0,0.0,0,760,37,2,4,4,"['mid-calorie','high-fat','high-sat-fat','cholesterol-free','high-sodium','mid-carb','low-sugar','low-fiber','low-protein','Chick-Fil-A','Breakfast','small-portion']"
Chick-Fil-A,Breakfast,English Muffin,58,140.0,1.0,0.0,0.0,0,190,27,1,1,5,"['low-calorie','low-fat','sat-fat-free','cholesterol-free','mid-sodium','mid-carb','low-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Breakfast,4 ct Mini Yeast Rolls,70,240.0,8.0,2.5,0.0,20,450,36,2,7,6,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','mid-protein','Chick-Fil-A','Breakfast','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Entrées,Honey Pepper Pimento Sandwich with Chick-fil-A® Filet,232,600.0,30.0,9.0,0.0,100,1680,53,1,16,34,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','high-carb','high-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Honey Pepper Pimento Sandwich with Spicy Filet,237,620.0,31.0,9.0,0.0,95,1950,56,2,16,33,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','high-carb','high-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Honey Pepper Pimento Sandwich with Grilled Filet,201,450.0,20.0,7.0,0.0,100,940,42,1,15,30,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','high-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Chick-fil-A® Chicken Sandwich,183,420.0,18.0,3.5,0.0,70,1460,41,1,6,29,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Chick-fil-A® Chicken Sandwich,183,420.0,18.0,3.5,0.0,70,1460,41,1,6,29,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Chick-fil-A® Deluxe Sandwich with American,247,490.0,22.0,6.0,0.0,85,1700,43,1,7,32,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Chick-fil-A® Deluxe Sandwich with Colby Jack,254,510.0,24.0,8.0,0.0,90,1610,43,1,7,34,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Chick-fil-A® Deluxe Sandwich with Pepper Jack,254,510.0,24.0,7.0,0.0,90,1610,43,1,7,34,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Chick-fil-A® Deluxe Sandwich with No Cheese,233,430.0,18.0,3.5,0.0,70,1470,43,1,7,29,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Spicy Chicken Sandwich,188,450.0,19.0,4.0,0.0,65,1730,45,1,6,28,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Spicy Chicken Sandwich,188,450.0,19.0,4.0,0.0,65,1730,45,1,6,28,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Spicy Deluxe Sandwich with Pepper Jack,252,520.0,25.0,7.0,0.0,80,1790,46,2,7,31,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Spicy Deluxe Sandwich with American,252,510.0,23.0,6.0,0.0,80,1970,47,2,7,31,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Spicy Deluxe Sandwich with Colby Jack,259,540.0,26.0,8.0,0.0,85,1880,47,2,7,34,"['high-calorie','high-fat','high-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,Spicy Deluxe Sandwich with No Cheese,238,460.0,19.0,4.0,0.0,65,1730,46,2,7,28,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,Grilled Chicken Sandwich,218,390.0,12.0,2.0,0.0,75,770,44,3,12,28,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Mediterranean','Gluten-Free','Balanced-Meal','Paleo']"
Chick-Fil-A,Entrées,Grilled Chicken Club with Colby Jack,249,520.0,22.0,8.0,0.0,105,1130,45,3,12,38,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Mediterranean','Gluten-Free','Paleo']"
Chick-Fil-A,Entrées,Grilled Chicken Club with American,242,490.0,20.0,6.0,0.0,100,1220,45,3,12,35,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Mediterranean','Gluten-Free','Paleo']"
Chick-Fil-A,Entrées,Grilled Chicken Club with Pepper Jack,249,520.0,22.0,7.0,0.0,105,1120,45,3,12,37,"['high-calorie','high-fat','high-sat-fat','mid-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Mediterranean','Gluten-Free','Paleo']"
Chick-Fil-A,Entrées,Grilled Chicken Club with No Cheese,228,440.0,16.0,3.5,0.0,85,980,44,3,12,32,"['high-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','mid-carb','mid-sugar','mid-fiber','high-protein','Chick-Fil-A','Entrées','medium-portion','Mediterranean','Gluten-Free','Balanced-Meal','Paleo']"
Chick-Fil-A,Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Entrées,5 ct Chick-fil-A® Nuggets,71,160.0,7.0,1.5,0.0,50,760,7,0,1,17,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','Gluten-Free']"
Chick-Fil-A,Entrées,8 ct Chick-fil-A® Nuggets,113,250.0,11.0,2.5,0.0,85,1210,11,0,1,27,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,8 ct Chick-fil-A® Nuggets,113,250.0,11.0,2.5,0.0,85,1210,11,0,1,27,"['mid-calorie','high-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,12 ct Chick-fil-A® Nuggets,170,380.0,17.0,3.5,0.0,125,1820,16,0,1,40,"['mid-calorie','high-fat','mid-sat-fat','mid-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,12 ct Chick-fil-A® Nuggets,170,380.0,17.0,3.5,0.0,125,1820,16,0,1,40,"['mid-calorie','high-fat','mid-sat-fat','mid-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,30 ct Chick-fil-A® Nuggets,425,950.0,43.0,9.0,0.0,315,4550,41,0,4,100,"['high-calorie','high-fat','high-sat-fat','high-cholesterol','high-sodium','mid-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','large-portion','Gluten-Free']"
Chick-Fil-A,Entrées,5 ct Grilled Nuggets,59,80.0,2.0,0.0,0.0,55,270,1,0,0,16,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Entrées,5 ct Grilled Nuggets,59,80.0,2.0,0.0,0.0,55,270,1,0,0,16,"['low-calorie','low-fat','sat-fat-free','low-cholesterol','mid-sodium','low-carb','sugar-free','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Entrées,8 ct Grilled Nuggets,95,130.0,3.0,0.5,0.0,85,440,1,0,1,25,"['low-calorie','mid-fat','low-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','small-portion','paleo','Gluten-Free']"
Chick-Fil-A,Entrées,12 ct Grilled Nuggets,142,200.0,4.5,1.0,0.0,130,660,2,0,1,38,"['mid-calorie','mid-fat','low-sat-fat','mid-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','high-protein','Chick-Fil-A','Entrées','medium-portion','Gluten-Free']"
Chick-Fil-A,Entrées,30 ct Grilled Nuggets,369,510.0,11.0,3.0,0.0,335,1710,4,1,3,98,"['high-calorie','high-fat','mid-sat-fat','high-cholesterol','high-sodium','low-carb','low-sugar','low-fiber','high-protein','Chick-Fil-A','Entrées','large-portion','Gluten-Free','Balanced-Meal']"
Chick-Fil-A,Entrées,2 ct Chick-fil-A Chick-n-Strips™,91,200.0,9.0,2.0,0.0,50,580,11,0,1,19,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','Gluten-Free','paleo']"
Chick-Fil-A,Entrées,2 ct Chick-fil-A Chick-n-Strips™,91,200.0,9.0,2.0,0.0,50,580,11,0,1,19,"['mid-calorie','mid-fat','mid-sat-fat','low-cholesterol','high-sodium','low-carb','low-sugar','fiber-free','mid-protein','Chick-Fil-A','Entrées','small-portion','Gluten-Free','paleo']"
